respondent_id,xyz_vaccine,seasonal_vaccine
45409,0.75,0.75
45410,0.27,0.27
45411,0.57,0.57
45412,0.72,0.72
45413,0.27,0.27
45414,0.53,0.53
45415,0.1,0.1
45416,0.22,0.22
45417,0.27,0.27
45418,0.04,0.04
45419,0.09,0.09
45420,0.09,0.09
45421,0.69,0.69
45422,0.29,0.29
45423,0.3,0.3
45424,0.12,0.12
45425,0.77,0.77
45426,0.67,0.67
45427,0.37,0.37
45428,0.03,0.03
45429,0.44,0.44
45430,0.06,0.06
45431,0.07,0.07
45432,0.02,0.02
45433,0.28,0.28
45434,0.74,0.74
45435,0.87,0.87
45436,0.07,0.07
45437,0.04,0.04
45438,0.08,0.08
45439,0.73,0.73
45440,0.69,0.69
45441,0.42,0.42
45442,0.19,0.19
45443,0.26,0.26
45444,0.53,0.53
45445,0.8,0.8
45446,0.78,0.78
45447,0.83,0.83
45448,0.4,0.4
45449,0.15,0.15
45450,0.05,0.05
45451,0.76,0.76
45452,0.04,0.04
45453,0.08,0.08
45454,0.67,0.67
45455,0.77,0.77
45456,0.11,0.11
45457,0.7,0.7
45458,0.09,0.09
45459,0.8,0.8
45460,0.37,0.37
45461,0.59,0.59
45462,0.23,0.23
45463,0.17,0.17
45464,0.18,0.18
45465,0.74,0.74
45466,0.34,0.34
45467,0.34,0.34
45468,0.28,0.28
45469,0.07,0.07
45470,0.03,0.03
45471,0.21,0.21
45472,0.12,0.12
45473,0.07,0.07
45474,0.81,0.81
45475,0.06,0.06
45476,0.12,0.12
45477,0.13,0.13
45478,0.04,0.04
45479,0.07,0.07
45480,0.14,0.14
45481,0.69,0.69
45482,0.12,0.12
45483,0.1,0.1
45484,0.13,0.13
45485,0.82,0.82
45486,0.06,0.06
45487,0.8,0.8
45488,0.09,0.09
45489,0.79,0.79
45490,0.09,0.09
45491,0.12,0.12
45492,0.1,0.1
45493,0.78,0.78
45494,0.52,0.52
45495,0.39,0.39
45496,0.8,0.8
45497,0.04,0.04
45498,0.22,0.22
45499,0.15,0.15
45500,0.47,0.47
45501,0.82,0.82
45502,0.17,0.17
45503,0.11,0.11
45504,0.81,0.81
45505,0.14,0.14
45506,0.11,0.11
45507,0.8,0.8
45508,0.06,0.06
45509,0.14,0.14
45510,0.26,0.26
45511,0.08,0.08
45512,0.13,0.13
45513,0.8,0.8
45514,0.65,0.65
45515,0.71,0.71
45516,0.72,0.72
45517,0.3,0.3
45518,0.11,0.11
45519,0.14,0.14
45520,0.07,0.07
45521,0.06,0.06
45522,0.08,0.08
45523,0.21,0.21
45524,0.16,0.16
45525,0.04,0.04
45526,0.01,0.01
45527,0.95,0.95
45528,0.53,0.53
45529,0.09,0.09
45530,0.51,0.51
45531,0.04,0.04
45532,0.73,0.73
45533,0.23,0.23
45534,0.92,0.92
45535,0.16,0.16
45536,0.11,0.11
45537,0.26,0.26
45538,0.73,0.73
45539,0.04,0.04
45540,0.73,0.73
45541,0.05,0.05
45542,0.06,0.06
45543,0.76,0.76
45544,0.11,0.11
45545,0.85,0.85
45546,0.76,0.76
45547,0.73,0.73
45548,0.76,0.76
45549,0.16,0.16
45550,0.04,0.04
45551,0.01,0.01
45552,0.03,0.03
45553,0.27,0.27
45554,0.66,0.66
45555,0.31,0.31
45556,0.29,0.29
45557,0.32,0.32
45558,0.15,0.15
45559,0.34,0.34
45560,0.07,0.07
45561,0.83,0.83
45562,0.69,0.69
45563,0.13,0.13
45564,0.67,0.67
45565,0.75,0.75
45566,0.19,0.19
45567,0.73,0.73
45568,0.13,0.13
45569,0.11,0.11
45570,0.16,0.16
45571,0.77,0.77
45572,0.33,0.33
45573,0.84,0.84
45574,0.14,0.14
45575,0.78,0.78
45576,0.41,0.41
45577,0.11,0.11
45578,0.06,0.06
45579,0.04,0.04
45580,0.58,0.58
45581,0.85,0.85
45582,0.06,0.06
45583,0.15,0.15
45584,0.83,0.83
45585,0.1,0.1
45586,0.14,0.14
45587,0.1,0.1
45588,0.22,0.22
45589,0.08,0.08
45590,0.07,0.07
45591,0.12,0.12
45592,0.84,0.84
45593,0.2,0.2
45594,0.29,0.29
45595,0.06,0.06
45596,0.09,0.09
45597,0.14,0.14
45598,0.09,0.09
45599,0.14,0.14
45600,0.06,0.06
45601,0.75,0.75
45602,0.14,0.14
45603,0.47,0.47
45604,0.13,0.13
45605,0.08,0.08
45606,0.72,0.72
45607,0.11,0.11
45608,0.63,0.63
45609,0.13,0.13
45610,0.53,0.53
45611,0.08,0.08
45612,0.14,0.14
45613,0.86,0.86
45614,0.68,0.68
45615,0.85,0.85
45616,0.18,0.18
45617,0.74,0.74
45618,0.27,0.27
45619,0.16,0.16
45620,0.07,0.07
45621,0.01,0.01
45622,0.81,0.81
45623,0.16,0.16
45624,0.24,0.24
45625,0.01,0.01
45626,0.14,0.14
45627,0.08,0.08
45628,0.1,0.1
45629,0.55,0.55
45630,0.21,0.21
45631,0.3,0.3
45632,0.7,0.7
45633,0.25,0.25
45634,0.58,0.58
45635,0.02,0.02
45636,0.06,0.06
45637,0.25,0.25
45638,0.24,0.24
45639,0.09,0.09
45640,0.35,0.35
45641,0.05,0.05
45642,0.28,0.28
45643,0.44,0.44
45644,0.25,0.25
45645,0.13,0.13
45646,0.19,0.19
45647,0.75,0.75
45648,0.07,0.07
45649,0.07,0.07
45650,0.35,0.35
45651,0.88,0.88
45652,0.13,0.13
45653,0.71,0.71
45654,0.68,0.68
45655,0.94,0.94
45656,0.27,0.27
45657,0.2,0.2
45658,0.04,0.04
45659,0.26,0.26
45660,0.03,0.03
45661,0.13,0.13
45662,0.15,0.15
45663,0.04,0.04
45664,0.08,0.08
45665,0.09,0.09
45666,0.09,0.09
45667,0.19,0.19
45668,0.05,0.05
45669,0.76,0.76
45670,0.38,0.38
45671,0.08,0.08
45672,0.82,0.82
45673,0.84,0.84
45674,0.12,0.12
45675,0.37,0.37
45676,0.24,0.24
45677,0.24,0.24
45678,0.05,0.05
45679,0.37,0.37
45680,0.76,0.76
45681,0.19,0.19
45682,0.64,0.64
45683,0.07,0.07
45684,0.27,0.27
45685,0.17,0.17
45686,0.09,0.09
45687,0.19,0.19
45688,0.79,0.79
45689,0.16,0.16
45690,0.8,0.8
45691,0.84,0.84
45692,0.32,0.32
45693,0.4,0.4
45694,0.07,0.07
45695,0.15,0.15
45696,0.7,0.7
45697,0.15,0.15
45698,0.81,0.81
45699,0.41,0.41
45700,0.16,0.16
45701,0.22,0.22
45702,0.2,0.2
45703,0.77,0.77
45704,0.75,0.75
45705,0.1,0.1
45706,0.32,0.32
45707,0.13,0.13
45708,0.75,0.75
45709,0.09,0.09
45710,0.13,0.13
45711,0.06,0.06
45712,0.43,0.43
45713,0.3,0.3
45714,0.14,0.14
45715,0.1,0.1
45716,0.13,0.13
45717,0.07,0.07
45718,0.05,0.05
45719,0.39,0.39
45720,0.17,0.17
45721,0.53,0.53
45722,0.85,0.85
45723,0.24,0.24
45724,0.72,0.72
45725,0.07,0.07
45726,0.38,0.38
45727,0.81,0.81
45728,0.18,0.18
45729,0.75,0.75
45730,0.34,0.34
45731,0.13,0.13
45732,0.16,0.16
45733,0.07,0.07
45734,0.15,0.15
45735,0.02,0.02
45736,0.91,0.91
45737,0.32,0.32
45738,0.28,0.28
45739,0.08,0.08
45740,0.38,0.38
45741,0.1,0.1
45742,0.07,0.07
45743,0.07,0.07
45744,0.14,0.14
45745,0.31,0.31
45746,0.2,0.2
45747,0.17,0.17
45748,0.07,0.07
45749,0.03,0.03
45750,0.79,0.79
45751,0.36,0.36
45752,0.91,0.91
45753,0.06,0.06
45754,0.14,0.14
45755,0.09,0.09
45756,0.03,0.03
45757,0.2,0.2
45758,0.86,0.86
45759,0.33,0.33
45760,0.21,0.21
45761,0.78,0.78
45762,0.84,0.84
45763,0.78,0.78
45764,0.63,0.63
45765,0.69,0.69
45766,0.16,0.16
45767,0.23,0.23
45768,0.49,0.49
45769,0.75,0.75
45770,0.83,0.83
45771,0.13,0.13
45772,0.48,0.48
45773,0.0,0.0
45774,0.66,0.66
45775,0.41,0.41
45776,0.16,0.16
45777,0.78,0.78
45778,0.34,0.34
45779,0.12,0.12
45780,0.18,0.18
45781,0.26,0.26
45782,0.19,0.19
45783,0.74,0.74
45784,0.42,0.42
45785,0.14,0.14
45786,0.13,0.13
45787,0.49,0.49
45788,0.5,0.5
45789,0.08,0.08
45790,0.14,0.14
45791,0.1,0.1
45792,0.09,0.09
45793,0.21,0.21
45794,0.82,0.82
45795,0.24,0.24
45796,0.03,0.03
45797,0.05,0.05
45798,0.58,0.58
45799,0.21,0.21
45800,0.29,0.29
45801,0.47,0.47
45802,0.71,0.71
45803,0.14,0.14
45804,0.19,0.19
45805,0.07,0.07
45806,0.11,0.11
45807,0.32,0.32
45808,0.17,0.17
45809,0.15,0.15
45810,0.87,0.87
45811,0.09,0.09
45812,0.72,0.72
45813,0.26,0.26
45814,0.83,0.83
45815,0.11,0.11
45816,0.76,0.76
45817,0.09,0.09
45818,0.15,0.15
45819,0.67,0.67
45820,0.08,0.08
45821,0.42,0.42
45822,0.79,0.79
45823,0.87,0.87
45824,0.21,0.21
45825,0.08,0.08
45826,0.08,0.08
45827,0.03,0.03
45828,0.06,0.06
45829,0.11,0.11
45830,0.83,0.83
45831,0.11,0.11
45832,0.04,0.04
45833,0.09,0.09
45834,0.35,0.35
45835,0.05,0.05
45836,0.19,0.19
45837,0.31,0.31
45838,0.41,0.41
45839,0.74,0.74
45840,0.08,0.08
45841,0.09,0.09
45842,0.18,0.18
45843,0.45,0.45
45844,0.42,0.42
45845,0.78,0.78
45846,0.21,0.21
45847,0.21,0.21
45848,0.06,0.06
45849,0.89,0.89
45850,0.13,0.13
45851,0.77,0.77
45852,0.55,0.55
45853,0.05,0.05
45854,0.25,0.25
45855,0.46,0.46
45856,0.11,0.11
45857,0.09,0.09
45858,0.83,0.83
45859,0.04,0.04
45860,0.75,0.75
45861,0.8,0.8
45862,0.87,0.87
45863,0.14,0.14
45864,0.16,0.16
45865,0.13,0.13
45866,0.23,0.23
45867,0.76,0.76
45868,0.11,0.11
45869,0.1,0.1
45870,0.21,0.21
45871,0.6,0.6
45872,0.88,0.88
45873,0.04,0.04
45874,0.54,0.54
45875,0.08,0.08
45876,0.13,0.13
45877,0.14,0.14
45878,0.29,0.29
45879,0.08,0.08
45880,0.17,0.17
45881,0.83,0.83
45882,0.65,0.65
45883,0.19,0.19
45884,0.21,0.21
45885,0.6,0.6
45886,0.78,0.78
45887,0.78,0.78
45888,0.72,0.72
45889,0.24,0.24
45890,0.11,0.11
45891,0.07,0.07
45892,0.18,0.18
45893,0.82,0.82
45894,0.15,0.15
45895,0.74,0.74
45896,0.13,0.13
45897,0.34,0.34
45898,0.7,0.7
45899,0.19,0.19
45900,0.79,0.79
45901,0.13,0.13
45902,0.18,0.18
45903,0.05,0.05
45904,0.12,0.12
45905,0.21,0.21
45906,0.89,0.89
45907,0.06,0.06
45908,0.15,0.15
45909,0.69,0.69
45910,0.06,0.06
45911,0.29,0.29
45912,0.82,0.82
45913,0.03,0.03
45914,0.03,0.03
45915,0.77,0.77
45916,0.57,0.57
45917,0.77,0.77
45918,0.01,0.01
45919,0.29,0.29
45920,0.8,0.8
45921,0.66,0.66
45922,0.22,0.22
45923,0.01,0.01
45924,0.5,0.5
45925,0.78,0.78
45926,0.06,0.06
45927,0.12,0.12
45928,0.2,0.2
45929,0.88,0.88
45930,0.2,0.2
45931,0.46,0.46
45932,0.22,0.22
45933,0.13,0.13
45934,0.09,0.09
45935,0.66,0.66
45936,0.1,0.1
45937,0.14,0.14
45938,0.54,0.54
45939,0.49,0.49
45940,0.71,0.71
45941,0.1,0.1
45942,0.17,0.17
45943,0.1,0.1
45944,0.11,0.11
45945,0.84,0.84
45946,0.09,0.09
45947,0.32,0.32
45948,0.82,0.82
45949,0.15,0.15
45950,0.77,0.77
45951,0.14,0.14
45952,0.16,0.16
45953,0.11,0.11
45954,0.34,0.34
45955,0.18,0.18
45956,0.26,0.26
45957,0.13,0.13
45958,0.86,0.86
45959,0.83,0.83
45960,0.7,0.7
45961,0.75,0.75
45962,0.15,0.15
45963,0.03,0.03
45964,0.8,0.8
45965,0.19,0.19
45966,0.03,0.03
45967,0.36,0.36
45968,0.14,0.14
45969,0.73,0.73
45970,0.11,0.11
45971,0.22,0.22
45972,0.09,0.09
45973,0.28,0.28
45974,0.1,0.1
45975,0.81,0.81
45976,0.15,0.15
45977,0.78,0.78
45978,0.12,0.12
45979,0.07,0.07
45980,0.16,0.16
45981,0.27,0.27
45982,0.87,0.87
45983,0.42,0.42
45984,0.35,0.35
45985,0.82,0.82
45986,0.43,0.43
45987,0.04,0.04
45988,0.78,0.78
45989,0.1,0.1
45990,0.1,0.1
45991,0.26,0.26
45992,0.07,0.07
45993,0.79,0.79
45994,0.51,0.51
45995,0.32,0.32
45996,0.09,0.09
45997,0.89,0.89
45998,0.83,0.83
45999,0.62,0.62
46000,0.65,0.65
46001,0.11,0.11
46002,0.71,0.71
46003,0.32,0.32
46004,0.19,0.19
46005,0.66,0.66
46006,0.31,0.31
46007,0.86,0.86
46008,0.1,0.1
46009,0.09,0.09
46010,0.04,0.04
46011,0.89,0.89
46012,0.52,0.52
46013,0.17,0.17
46014,0.08,0.08
46015,0.32,0.32
46016,0.23,0.23
46017,0.12,0.12
46018,0.77,0.77
46019,0.8,0.8
46020,0.06,0.06
46021,0.12,0.12
46022,0.82,0.82
46023,0.17,0.17
46024,0.49,0.49
46025,0.18,0.18
46026,0.51,0.51
46027,0.7,0.7
46028,0.75,0.75
46029,0.08,0.08
46030,0.71,0.71
46031,0.05,0.05
46032,0.14,0.14
46033,0.7,0.7
46034,0.79,0.79
46035,0.26,0.26
46036,0.11,0.11
46037,0.17,0.17
46038,0.06,0.06
46039,0.19,0.19
46040,0.88,0.88
46041,0.07,0.07
46042,0.05,0.05
46043,0.84,0.84
46044,0.7,0.7
46045,0.39,0.39
46046,0.09,0.09
46047,0.82,0.82
46048,0.09,0.09
46049,0.19,0.19
46050,0.83,0.83
46051,0.16,0.16
46052,0.77,0.77
46053,0.86,0.86
46054,0.9,0.9
46055,0.12,0.12
46056,0.44,0.44
46057,0.07,0.07
46058,0.42,0.42
46059,0.82,0.82
46060,0.16,0.16
46061,0.2,0.2
46062,0.14,0.14
46063,0.32,0.32
46064,0.18,0.18
46065,0.01,0.01
46066,0.79,0.79
46067,0.27,0.27
46068,0.61,0.61
46069,0.18,0.18
46070,0.04,0.04
46071,0.12,0.12
46072,0.11,0.11
46073,0.14,0.14
46074,0.74,0.74
46075,0.06,0.06
46076,0.05,0.05
46077,0.08,0.08
46078,0.05,0.05
46079,0.7,0.7
46080,0.06,0.06
46081,0.78,0.78
46082,0.1,0.1
46083,0.04,0.04
46084,0.67,0.67
46085,0.11,0.11
46086,0.61,0.61
46087,0.08,0.08
46088,0.6,0.6
46089,0.13,0.13
46090,0.04,0.04
46091,0.2,0.2
46092,0.85,0.85
46093,0.1,0.1
46094,0.15,0.15
46095,0.47,0.47
46096,0.14,0.14
46097,0.02,0.02
46098,0.27,0.27
46099,0.32,0.32
46100,0.46,0.46
46101,0.03,0.03
46102,0.07,0.07
46103,0.18,0.18
46104,0.21,0.21
46105,0.12,0.12
46106,0.79,0.79
46107,0.79,0.79
46108,0.11,0.11
46109,0.12,0.12
46110,0.07,0.07
46111,0.82,0.82
46112,0.54,0.54
46113,0.07,0.07
46114,0.91,0.91
46115,0.38,0.38
46116,0.07,0.07
46117,0.64,0.64
46118,0.64,0.64
46119,0.87,0.87
46120,0.12,0.12
46121,0.12,0.12
46122,0.1,0.1
46123,0.76,0.76
46124,0.33,0.33
46125,0.1,0.1
46126,0.89,0.89
46127,0.19,0.19
46128,0.57,0.57
46129,0.18,0.18
46130,0.1,0.1
46131,0.57,0.57
46132,0.06,0.06
46133,0.35,0.35
46134,0.81,0.81
46135,0.12,0.12
46136,0.87,0.87
46137,0.88,0.88
46138,0.05,0.05
46139,0.02,0.02
46140,0.62,0.62
46141,0.46,0.46
46142,0.44,0.44
46143,0.07,0.07
46144,0.56,0.56
46145,0.14,0.14
46146,0.67,0.67
46147,0.25,0.25
46148,0.89,0.89
46149,0.8,0.8
46150,0.85,0.85
46151,0.12,0.12
46152,0.11,0.11
46153,0.3,0.3
46154,0.34,0.34
46155,0.22,0.22
46156,0.26,0.26
46157,0.06,0.06
46158,0.69,0.69
46159,0.1,0.1
46160,0.82,0.82
46161,0.02,0.02
46162,0.2,0.2
46163,0.21,0.21
46164,0.15,0.15
46165,0.15,0.15
46166,0.18,0.18
46167,0.19,0.19
46168,0.13,0.13
46169,0.15,0.15
46170,0.88,0.88
46171,0.2,0.2
46172,0.14,0.14
46173,0.21,0.21
46174,0.12,0.12
46175,0.31,0.31
46176,0.06,0.06
46177,0.53,0.53
46178,0.27,0.27
46179,0.86,0.86
46180,0.1,0.1
46181,0.09,0.09
46182,0.45,0.45
46183,0.73,0.73
46184,0.5,0.5
46185,0.81,0.81
46186,0.15,0.15
46187,0.79,0.79
46188,0.15,0.15
46189,0.08,0.08
46190,0.77,0.77
46191,0.06,0.06
46192,0.33,0.33
46193,0.88,0.88
46194,0.87,0.87
46195,0.06,0.06
46196,0.17,0.17
46197,0.82,0.82
46198,0.7,0.7
46199,0.03,0.03
46200,0.05,0.05
46201,0.46,0.46
46202,0.21,0.21
46203,0.11,0.11
46204,0.77,0.77
46205,0.08,0.08
46206,0.14,0.14
46207,0.2,0.2
46208,0.77,0.77
46209,0.18,0.18
46210,0.07,0.07
46211,0.08,0.08
46212,0.06,0.06
46213,0.07,0.07
46214,0.75,0.75
46215,0.44,0.44
46216,0.13,0.13
46217,0.15,0.15
46218,0.09,0.09
46219,0.81,0.81
46220,0.16,0.16
46221,0.09,0.09
46222,0.73,0.73
46223,0.35,0.35
46224,0.04,0.04
46225,0.66,0.66
46226,0.07,0.07
46227,0.22,0.22
46228,0.75,0.75
46229,0.36,0.36
46230,0.32,0.32
46231,0.39,0.39
46232,0.02,0.02
46233,0.12,0.12
46234,0.06,0.06
46235,0.82,0.82
46236,0.13,0.13
46237,0.12,0.12
46238,0.1,0.1
46239,0.85,0.85
46240,0.18,0.18
46241,0.09,0.09
46242,0.2,0.2
46243,0.11,0.11
46244,0.86,0.86
46245,0.13,0.13
46246,0.73,0.73
46247,0.1,0.1
46248,0.1,0.1
46249,0.02,0.02
46250,0.51,0.51
46251,0.1,0.1
46252,0.83,0.83
46253,0.71,0.71
46254,0.08,0.08
46255,0.27,0.27
46256,0.1,0.1
46257,0.71,0.71
46258,0.41,0.41
46259,0.06,0.06
46260,0.3,0.3
46261,0.15,0.15
46262,0.91,0.91
46263,0.13,0.13
46264,0.85,0.85
46265,0.81,0.81
46266,0.18,0.18
46267,0.71,0.71
46268,0.65,0.65
46269,0.54,0.54
46270,0.13,0.13
46271,0.11,0.11
46272,0.19,0.19
46273,0.18,0.18
46274,0.89,0.89
46275,0.54,0.54
46276,0.03,0.03
46277,0.15,0.15
46278,0.13,0.13
46279,0.82,0.82
46280,0.1,0.1
46281,0.7,0.7
46282,0.03,0.03
46283,0.11,0.11
46284,0.11,0.11
46285,0.77,0.77
46286,0.15,0.15
46287,0.54,0.54
46288,0.03,0.03
46289,0.13,0.13
46290,0.73,0.73
46291,0.33,0.33
46292,0.2,0.2
46293,0.1,0.1
46294,0.79,0.79
46295,0.76,0.76
46296,0.72,0.72
46297,0.03,0.03
46298,0.06,0.06
46299,0.82,0.82
46300,0.81,0.81
46301,0.82,0.82
46302,0.77,0.77
46303,0.02,0.02
46304,0.22,0.22
46305,0.34,0.34
46306,0.01,0.01
46307,0.06,0.06
46308,0.09,0.09
46309,0.18,0.18
46310,0.01,0.01
46311,0.78,0.78
46312,0.44,0.44
46313,0.04,0.04
46314,0.83,0.83
46315,0.86,0.86
46316,0.09,0.09
46317,0.11,0.11
46318,0.09,0.09
46319,0.54,0.54
46320,0.77,0.77
46321,0.24,0.24
46322,0.08,0.08
46323,0.17,0.17
46324,0.2,0.2
46325,0.1,0.1
46326,0.43,0.43
46327,0.0,0.0
46328,0.03,0.03
46329,0.76,0.76
46330,0.21,0.21
46331,0.84,0.84
46332,0.47,0.47
46333,0.11,0.11
46334,0.08,0.08
46335,0.29,0.29
46336,0.42,0.42
46337,0.05,0.05
46338,0.17,0.17
46339,0.83,0.83
46340,0.23,0.23
46341,0.08,0.08
46342,0.17,0.17
46343,0.18,0.18
46344,0.92,0.92
46345,0.06,0.06
46346,0.21,0.21
46347,0.4,0.4
46348,0.85,0.85
46349,0.62,0.62
46350,0.15,0.15
46351,0.33,0.33
46352,0.19,0.19
46353,0.81,0.81
46354,0.78,0.78
46355,0.17,0.17
46356,0.51,0.51
46357,0.44,0.44
46358,0.11,0.11
46359,0.27,0.27
46360,0.24,0.24
46361,0.79,0.79
46362,0.05,0.05
46363,0.88,0.88
46364,0.78,0.78
46365,0.11,0.11
46366,0.46,0.46
46367,0.05,0.05
46368,0.31,0.31
46369,0.82,0.82
46370,0.18,0.18
46371,0.06,0.06
46372,0.2,0.2
46373,0.19,0.19
46374,0.56,0.56
46375,0.08,0.08
46376,0.01,0.01
46377,0.2,0.2
46378,0.54,0.54
46379,0.11,0.11
46380,0.08,0.08
46381,0.37,0.37
46382,0.13,0.13
46383,0.17,0.17
46384,0.73,0.73
46385,0.09,0.09
46386,0.17,0.17
46387,0.2,0.2
46388,0.7,0.7
46389,0.79,0.79
46390,0.11,0.11
46391,0.45,0.45
46392,0.02,0.02
46393,0.76,0.76
46394,0.82,0.82
46395,0.77,0.77
46396,0.11,0.11
46397,0.5,0.5
46398,0.29,0.29
46399,0.51,0.51
46400,0.16,0.16
46401,0.2,0.2
46402,0.32,0.32
46403,0.83,0.83
46404,0.19,0.19
46405,0.79,0.79
46406,0.13,0.13
46407,0.17,0.17
46408,0.34,0.34
46409,0.72,0.72
46410,0.29,0.29
46411,0.69,0.69
46412,0.08,0.08
46413,0.76,0.76
46414,0.06,0.06
46415,0.04,0.04
46416,0.53,0.53
46417,0.01,0.01
46418,0.71,0.71
46419,0.69,0.69
46420,0.05,0.05
46421,0.11,0.11
46422,0.4,0.4
46423,0.41,0.41
46424,0.03,0.03
46425,0.89,0.89
46426,0.66,0.66
46427,0.15,0.15
46428,0.39,0.39
46429,0.43,0.43
46430,0.28,0.28
46431,0.03,0.03
46432,0.79,0.79
46433,0.14,0.14
46434,0.86,0.86
46435,0.33,0.33
46436,0.06,0.06
46437,0.31,0.31
46438,0.82,0.82
46439,0.76,0.76
46440,0.55,0.55
46441,0.16,0.16
46442,0.18,0.18
46443,0.57,0.57
46444,0.05,0.05
46445,0.35,0.35
46446,0.13,0.13
46447,0.08,0.08
46448,0.79,0.79
46449,0.1,0.1
46450,0.14,0.14
46451,0.1,0.1
46452,0.34,0.34
46453,0.28,0.28
46454,0.04,0.04
46455,0.1,0.1
46456,0.08,0.08
46457,0.54,0.54
46458,0.77,0.77
46459,0.78,0.78
46460,0.78,0.78
46461,0.77,0.77
46462,0.86,0.86
46463,0.19,0.19
46464,0.74,0.74
46465,0.11,0.11
46466,0.06,0.06
46467,0.19,0.19
46468,0.13,0.13
46469,0.07,0.07
46470,0.86,0.86
46471,0.25,0.25
46472,0.68,0.68
46473,0.22,0.22
46474,0.68,0.68
46475,0.26,0.26
46476,0.7,0.7
46477,0.81,0.81
46478,0.42,0.42
46479,0.87,0.87
46480,0.2,0.2
46481,0.37,0.37
46482,0.79,0.79
46483,0.1,0.1
46484,0.12,0.12
46485,0.16,0.16
46486,0.84,0.84
46487,0.3,0.3
46488,0.12,0.12
46489,0.08,0.08
46490,0.06,0.06
46491,0.17,0.17
46492,0.7,0.7
46493,0.03,0.03
46494,0.08,0.08
46495,0.72,0.72
46496,0.02,0.02
46497,0.11,0.11
46498,0.04,0.04
46499,0.35,0.35
46500,0.23,0.23
46501,0.13,0.13
46502,0.18,0.18
46503,0.03,0.03
46504,0.15,0.15
46505,0.09,0.09
46506,0.08,0.08
46507,0.11,0.11
46508,0.08,0.08
46509,0.1,0.1
46510,0.11,0.11
46511,0.8,0.8
46512,0.36,0.36
46513,0.48,0.48
46514,0.85,0.85
46515,0.89,0.89
46516,0.16,0.16
46517,0.14,0.14
46518,0.24,0.24
46519,0.17,0.17
46520,0.09,0.09
46521,0.34,0.34
46522,0.12,0.12
46523,0.18,0.18
46524,0.77,0.77
46525,0.78,0.78
46526,0.03,0.03
46527,0.92,0.92
46528,0.71,0.71
46529,0.31,0.31
46530,0.56,0.56
46531,0.63,0.63
46532,0.13,0.13
46533,0.31,0.31
46534,0.2,0.2
46535,0.07,0.07
46536,0.42,0.42
46537,0.06,0.06
46538,0.24,0.24
46539,0.07,0.07
46540,0.11,0.11
46541,0.08,0.08
46542,0.81,0.81
46543,0.22,0.22
46544,0.87,0.87
46545,0.1,0.1
46546,0.18,0.18
46547,0.16,0.16
46548,0.87,0.87
46549,0.77,0.77
46550,0.1,0.1
46551,0.09,0.09
46552,0.53,0.53
46553,0.05,0.05
46554,0.8,0.8
46555,0.27,0.27
46556,0.24,0.24
46557,0.11,0.11
46558,0.13,0.13
46559,0.09,0.09
46560,0.09,0.09
46561,0.27,0.27
46562,0.95,0.95
46563,0.83,0.83
46564,0.36,0.36
46565,0.45,0.45
46566,0.1,0.1
46567,0.09,0.09
46568,0.87,0.87
46569,0.09,0.09
46570,0.17,0.17
46571,0.83,0.83
46572,0.32,0.32
46573,0.77,0.77
46574,0.31,0.31
46575,0.05,0.05
46576,0.32,0.32
46577,0.09,0.09
46578,0.5,0.5
46579,0.2,0.2
46580,0.5,0.5
46581,0.14,0.14
46582,0.04,0.04
46583,0.22,0.22
46584,0.37,0.37
46585,0.05,0.05
46586,0.38,0.38
46587,0.33,0.33
46588,0.13,0.13
46589,0.04,0.04
46590,0.72,0.72
46591,0.78,0.78
46592,0.47,0.47
46593,0.07,0.07
46594,0.15,0.15
46595,0.03,0.03
46596,0.33,0.33
46597,0.71,0.71
46598,0.73,0.73
46599,0.69,0.69
46600,0.11,0.11
46601,0.16,0.16
46602,0.69,0.69
46603,0.65,0.65
46604,0.04,0.04
46605,0.14,0.14
46606,0.65,0.65
46607,0.56,0.56
46608,0.03,0.03
46609,0.7,0.7
46610,0.38,0.38
46611,0.25,0.25
46612,0.01,0.01
46613,0.57,0.57
46614,0.72,0.72
46615,0.2,0.2
46616,0.19,0.19
46617,0.15,0.15
46618,0.74,0.74
46619,0.35,0.35
46620,0.21,0.21
46621,0.13,0.13
46622,0.19,0.19
46623,0.09,0.09
46624,0.33,0.33
46625,0.08,0.08
46626,0.77,0.77
46627,0.75,0.75
46628,0.11,0.11
46629,0.12,0.12
46630,0.78,0.78
46631,0.51,0.51
46632,0.82,0.82
46633,0.04,0.04
46634,0.5,0.5
46635,0.49,0.49
46636,0.15,0.15
46637,0.13,0.13
46638,0.24,0.24
46639,0.19,0.19
46640,0.87,0.87
46641,0.88,0.88
46642,0.21,0.21
46643,0.06,0.06
46644,0.07,0.07
46645,0.87,0.87
46646,0.14,0.14
46647,0.39,0.39
46648,0.83,0.83
46649,0.67,0.67
46650,0.06,0.06
46651,0.03,0.03
46652,0.09,0.09
46653,0.28,0.28
46654,0.22,0.22
46655,0.12,0.12
46656,0.19,0.19
46657,0.17,0.17
46658,0.18,0.18
46659,0.41,0.41
46660,0.19,0.19
46661,0.09,0.09
46662,0.03,0.03
46663,0.08,0.08
46664,0.87,0.87
46665,0.9,0.9
46666,0.58,0.58
46667,0.24,0.24
46668,0.08,0.08
46669,0.06,0.06
46670,0.81,0.81
46671,0.79,0.79
46672,0.7,0.7
46673,0.23,0.23
46674,0.46,0.46
46675,0.18,0.18
46676,0.18,0.18
46677,0.72,0.72
46678,0.11,0.11
